,battery_power,bluetooth,clock_speed,dual_sim,front_camera,four_g,int_memory,m_dep,mobile_wt,n_cores,primary_camera,px_height,px_width,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_range
2113,1795,yes,0.6,yes,10,no,52,0.3,140,2,16,855.0,910,3876,18,17.0,2,yes,no,no,
2114,1363,no,1.6,yes,3,yes,2,0.9,159,7,6,912.0,1684,3239,11,5.0,11,yes,no,no,
2115,1376,yes,2.8,no,3,yes,38,0.1,195,2,4,492.0,1110,3628,13,2.0,13,yes,no,no,
2116,1981,yes,0.5,no,2,no,19,0.4,123,7,3,605.0,769,3663,15,5.616666666666666,2,yes,no,no,
2117,1901,no,2.7,no,4,no,62,0.7,133,3,17,401.0,1989,1786,16,10.0,5,no,yes,yes,
2118,1319,no,1.3,yes,10,no,5,0.1,140,8,17,366.0,1821,3502,14,6.0,3,yes,no,no,
2119,859,yes,2.7,no,5,no,58,0.4,178,1,16,1225.0,1358,815,10,4.0,2,yes,no,yes,
2120,1664,yes,2.1,no,10,no,25,0.1,147,3,11,573.0,856,275,9,3.0,11,yes,yes,yes,
2121,955,no,0.5,yes,0,no,62,0.4,151,1,1,261.0,538,3758,15,3.0,18,yes,yes,yes,
2122,517,no,1.5,yes,3,no,38,0.1,97,7,4,680.0,1138,2747,11,5.0,2,no,yes,yes,
2123,1806,no,1.1,no,2,yes,64,0.3,133,5,7,280.0,683,1809,7,6.0,6,yes,yes,yes,
2124,1348,no,0.8,no,6,yes,50,0.1,123,4,11,565.0,1443,2086,12,8.0,20,yes,no,no,
2125,1455,no,1.4,no,0,no,16,0.4,164,1,1,1379.0,1673,444,14,2.0,7,no,yes,no,
2126,1611,no,1.7,yes,5,no,25,0.6,92,5,18,949.0,1297,3467,9,1.0,8,yes,yes,yes,
2127,1573,yes,3.0,yes,3,yes,24,1.0,125,8,5,703.0,911,2776,5,3.0,17,yes,yes,yes,
2128,557,no,0.5,no,0,yes,23,0.5,197,5,1,1264.0,1682,3170,12,2.0,7,yes,yes,no,
2129,1599,yes,0.5,no,4,no,31,0.1,130,2,5,1816.0,1917,1234,11,10.0,9,no,yes,no,
2130,1051,yes,0.9,yes,0,no,16,0.1,100,7,9,108.0,894,305,12,5.616666666666666,3,yes,yes,yes,
2131,1857,yes,1.4,yes,0,no,14,0.9,102,2,0,1328.0,1743,1745,15,10.0,20,no,no,no,
2132,1986,no,0.5,no,6,no,24,0.9,174,6,9,797.0,1061,1707,5,3.0,12,yes,no,yes,
2133,591,yes,0.7,no,1,no,21,0.1,185,6,7,361.0,555,2220,11,10.0,13,yes,yes,no,
2134,1140,no,1.6,yes,0,yes,56,0.3,131,7,4,1049.0,1715,3130,6,5.0,9,yes,no,yes,
2135,923,yes,0.6,no,0,yes,10,0.8,80,2,3,357.0,1718,1500,18,9.0,9,yes,yes,no,
2136,1582,no,0.5,no,0,no,33,0.4,200,1,9,197.0,764,2145,9,7.0,18,yes,yes,yes,
2137,723,no,0.5,no,5,no,63,0.5,172,8,14,906.0,1801,488,5,5.616666666666666,8,yes,no,yes,
2138,1251,yes,3.0,yes,3,yes,54,0.8,83,5,4,806.0,1405,3863,6,1.0,14,yes,yes,no,
2139,574,yes,1.0,yes,4,yes,60,0.1,139,2,7,924.0,1498,2913,14,5.616666666666666,9,yes,no,no,
2140,948,yes,0.5,yes,5,yes,60,0.2,116,2,10,223.0,1148,2094,12,7.0,15,yes,yes,yes,
2141,1571,no,2.8,yes,4,no,44,0.4,194,5,5,140.0,718,3141,8,1.0,17,no,no,yes,
2142,564,yes,0.5,no,2,no,33,0.6,192,1,6,113.0,863,2573,13,6.0,2,no,yes,yes,
2143,1466,no,2.4,yes,14,yes,57,0.9,155,6,18,1531.0,1727,2340,18,15.0,4,yes,yes,no,
2144,597,yes,3.0,yes,0,no,16,0.5,140,2,0,35.0,708,3788,12,5.616666666666666,5,no,no,yes,
2145,895,yes,2.5,yes,10,yes,9,0.5,148,7,14,1524.0,1691,3445,11,5.0,15,yes,no,no,
2146,1535,no,2.5,yes,13,yes,37,1.0,82,4,16,838.0,1667,3241,6,5.616666666666666,15,yes,no,yes,
2147,1832,yes,0.7,no,7,no,44,0.3,125,2,17,495.0,596,2976,19,3.0,9,no,no,no,
2148,1045,yes,1.6,no,0,yes,58,0.2,177,4,12,1212.0,1772,2241,19,15.0,11,yes,yes,no,
2149,1483,yes,0.8,no,4,yes,61,0.6,128,1,10,655.0,814,3843,11,8.0,20,yes,no,yes,
2150,976,no,2.0,no,0,yes,5,0.9,184,7,14,496.0,797,3261,8,2.0,6,yes,yes,yes,
2151,1840,yes,1.1,yes,0,no,46,0.1,123,4,2,800.0,1521,3264,8,4.0,16,no,yes,no,
2152,1807,no,0.6,yes,0,no,8,0.1,89,8,15,1010.0,1425,826,11,1.0,20,no,no,no,
2153,624,yes,1.6,yes,14,no,30,0.1,192,2,16,102.0,1052,1314,16,1.0,10,no,yes,yes,
2154,1963,no,0.5,no,7,yes,38,0.4,193,3,15,948.0,1406,2699,7,5.616666666666666,10,yes,yes,no,
2155,1307,yes,0.5,no,0,yes,4,0.3,132,4,1,82.0,1236,2565,8,4.0,19,yes,yes,yes,
2156,1933,yes,0.5,yes,6,no,23,0.1,102,7,7,1286.0,1846,3973,13,10.0,19,no,no,yes,
2157,1496,yes,1.3,yes,0,no,42,0.9,124,2,5,264.0,995,3537,15,14.0,6,yes,no,no,
2158,1532,yes,2.0,no,0,no,7,0.2,134,2,10,75.0,834,3449,5,4.0,7,yes,yes,yes,
2159,1004,no,1.1,yes,7,yes,8,0.8,97,2,9,461.0,919,3895,14,13.0,20,yes,yes,no,
2160,1483,yes,1.2,yes,10,yes,38,0.1,87,5,14,321.0,1410,2777,17,9.0,16,yes,yes,no,
2161,945,no,2.4,no,3,no,47,0.4,141,2,11,120.0,1341,2904,19,14.0,5,no,no,no,
2162,1081,no,3.0,no,7,yes,17,0.1,89,5,17,174.0,1683,3774,17,15.0,16,yes,yes,no,
2163,1012,no,2.8,yes,6,yes,32,0.9,87,3,14,1341.0,1997,3034,17,5.0,10,yes,yes,no,
2164,1762,no,1.0,no,5,no,50,0.9,104,3,12,1337.0,1684,2940,19,18.0,15,no,no,yes,
2165,796,yes,2.3,yes,1,yes,36,0.3,127,8,14,494.0,935,3932,5,1.0,5,yes,yes,yes,
2166,1547,no,2.5,no,12,yes,50,1.0,98,5,16,849.0,1024,1168,17,2.0,17,yes,yes,yes,
2167,988,no,1.6,no,6,yes,12,0.8,132,4,8,644.0,1291,376,9,1.0,17,yes,no,yes,
2168,1180,yes,3.0,no,7,yes,43,0.8,102,1,16,1557.0,1985,3510,9,5.0,13,yes,yes,yes,
2169,852,yes,1.9,no,3,yes,3,0.5,161,2,4,376.0,872,542,14,9.0,9,yes,no,yes,
2170,607,yes,0.8,no,1,yes,18,0.2,146,7,3,151.0,532,550,12,1.0,12,yes,no,yes,
2171,1765,no,0.5,no,0,no,24,0.4,135,1,0,450.0,830,791,5,1.0,4,yes,no,yes,
2172,1250,no,0.5,no,18,no,63,0.7,165,1,19,1336.0,1532,1895,13,6.0,7,no,yes,no,
2173,1577,no,2.6,yes,0,no,55,0.5,109,5,0,1411.0,1718,609,6,5.616666666666666,20,yes,yes,yes,
2174,1153,yes,0.5,yes,5,no,14,0.2,135,5,6,742.0,1236,263,19,10.0,14,yes,no,yes,
2175,651,yes,0.7,no,0,no,35,0.4,113,7,5,1046.0,1414,2141,13,4.0,19,yes,yes,yes,
2176,1186,yes,2.3,yes,1,no,25,0.1,88,4,7,85.0,1012,1270,18,9.0,17,no,yes,no,
2177,1429,yes,2.5,no,6,no,33,0.1,121,5,7,889.0,1846,403,11,6.0,18,yes,yes,yes,
2178,556,no,0.9,no,4,yes,10,0.8,135,8,12,182.0,688,2040,13,12.0,2,yes,no,no,
2179,1735,yes,2.7,no,5,yes,21,0.1,126,3,8,282.0,1261,2597,16,12.0,8,yes,no,yes,
2180,1859,no,0.7,no,8,yes,42,0.1,127,2,16,1168.0,1612,714,19,7.0,16,yes,no,yes,
2181,915,no,1.3,no,3,no,10,0.1,188,2,5,74.0,1266,423,13,3.0,14,no,yes,yes,
2182,890,no,0.5,no,5,no,9,0.4,113,1,10,457.0,1134,1238,6,2.0,17,no,no,yes,
2183,758,no,2.8,no,13,no,48,0.7,101,3,18,1842.0,1896,926,9,5.0,18,no,no,no,
2184,541,no,2.1,no,0,yes,28,0.4,156,7,4,103.0,1039,2704,14,5.616666666666666,5,yes,yes,no,
2185,586,no,2.9,yes,6,yes,33,0.2,195,8,17,1470.0,1644,2817,5,2.0,5,yes,yes,yes,
2186,762,yes,0.6,yes,11,yes,39,0.7,164,1,14,1065.0,1686,2271,12,7.0,8,yes,yes,no,
2187,683,no,0.5,yes,0,yes,9,0.8,186,7,3,1466.0,1754,1513,6,5.0,19,yes,no,no,
2188,1526,no,0.7,yes,10,no,39,0.4,125,3,20,563.0,1439,339,10,9.0,19,yes,no,yes,
2189,1771,yes,2.4,no,6,no,39,0.7,188,2,9,460.0,1203,794,9,1.0,16,yes,yes,yes,
2190,639,no,1.3,no,5,no,28,0.9,113,7,16,983.0,1369,391,6,2.0,12,no,no,yes,
2191,1783,yes,0.9,no,7,yes,23,0.9,137,2,8,1114.0,1953,541,9,5.0,11,yes,yes,no,
2192,1933,no,1.2,no,16,yes,55,0.2,166,5,20,729.0,1248,648,10,7.0,13,yes,yes,no,
2193,1384,no,1.3,yes,3,yes,62,0.4,153,1,5,1240.0,1393,3386,19,1.0,2,yes,yes,no,
2194,1770,no,2.6,no,12,no,26,0.5,80,1,17,98.0,1724,1651,18,6.0,14,no,no,no,
2195,1202,no,0.8,no,2,no,49,0.5,131,1,8,197.0,1435,1177,15,13.0,7,yes,yes,yes,
2196,885,no,0.5,yes,2,no,3,0.5,163,7,8,813.0,1666,2887,5,1.0,13,no,no,yes,
2197,1629,yes,2.3,no,2,yes,2,0.8,86,6,19,1055.0,1200,2178,19,10.0,18,yes,yes,no,
2198,1072,yes,0.5,yes,6,yes,4,0.5,92,1,12,1019.0,1640,2878,7,5.0,13,yes,no,yes,
2199,1863,yes,2.5,yes,0,no,64,0.7,89,5,1,159.0,618,3201,5,4.0,19,yes,yes,no,
2200,1739,no,2.3,yes,1,no,51,0.4,140,4,15,406.0,691,1490,5,1.0,9,no,yes,yes,
2201,895,yes,2.5,no,2,no,23,0.5,98,5,3,26.0,663,2724,16,14.0,7,no,no,no,
2202,1278,yes,2.8,yes,0,no,56,0.6,179,1,7,406.0,1698,3032,9,5.0,6,no,no,yes,
2203,562,yes,1.1,yes,1,yes,43,0.3,141,6,17,918.0,991,3352,13,12.0,17,yes,yes,no,
2204,1249,yes,2.1,yes,0,no,38,0.8,193,5,10,940.0,1290,3195,19,7.0,17,no,no,no,
2205,1811,no,1.2,no,18,yes,25,0.8,185,6,19,1411.0,1443,1677,10,6.0,2,yes,yes,no,
2206,560,yes,2.9,yes,1,yes,12,1.0,161,5,19,465.0,1797,2620,13,5.616666666666666,16,yes,yes,yes,
2207,1773,yes,0.5,no,14,yes,61,0.1,141,7,20,847.0,1562,1061,17,4.0,15,yes,no,yes,
2208,1715,yes,2.1,no,5,no,11,0.4,100,3,10,314.0,1276,1018,16,5.0,8,yes,yes,yes,
2209,725,no,0.5,yes,0,yes,26,0.8,176,5,1,829.0,960,1370,7,6.0,9,yes,yes,yes,
2210,800,yes,2.2,no,5,yes,41,0.1,103,6,9,185.0,1008,2094,17,16.0,6,yes,no,yes,
2211,1300,no,0.5,no,6,yes,43,0.1,156,3,12,589.0,1815,2790,15,4.0,19,yes,no,no,
2212,1001,no,0.8,no,0,no,48,1.0,98,5,0,471.0,655,1485,10,2.0,11,yes,yes,yes,
2213,500,no,1.3,yes,13,no,64,0.9,134,4,17,1384.0,1912,2807,19,7.0,7,no,no,yes,
2214,1378,yes,2.5,yes,4,yes,52,0.5,184,3,7,13.0,641,3528,5,1.0,7,yes,no,no,
2215,951,yes,2.4,no,1,yes,24,0.1,147,8,20,897.0,1964,3391,19,4.0,7,yes,no,no,
2216,1038,yes,0.5,yes,1,no,48,0.2,99,6,2,83.0,1103,1073,5,4.0,2,no,no,yes,
2217,987,yes,1.2,yes,1,no,20,0.9,108,6,5,237.0,1427,2811,7,4.0,17,yes,no,no,
2218,1698,no,0.5,no,6,yes,21,0.1,196,7,7,614.0,1254,778,7,3.0,3,yes,yes,yes,
2219,1762,yes,0.9,yes,14,no,11,0.1,107,4,17,647.0,801,3628,9,3.0,10,no,no,yes,
2220,785,no,2.4,no,6,no,16,0.2,135,3,13,223.0,1366,2637,12,8.0,16,no,no,no,
2221,1851,no,2.4,yes,2,no,59,0.1,151,3,18,278.0,1198,2892,10,5.616666666666666,5,yes,yes,no,
2222,1698,no,0.5,yes,2,no,62,0.4,189,3,13,1459.0,1565,2805,11,2.0,19,no,no,yes,
2223,1976,no,2.8,no,0,no,4,0.8,93,8,1,1146.0,1436,804,5,1.0,14,no,yes,no,
2224,1649,yes,0.5,no,4,yes,53,0.4,162,4,11,261.0,1316,361,12,7.0,19,yes,yes,yes,
2225,1157,yes,2.6,yes,4,no,4,0.9,149,7,6,878.0,1737,1453,17,10.0,9,yes,no,no,
2226,1702,no,0.5,no,1,yes,54,0.4,131,5,2,1112.0,1578,359,13,12.0,5,yes,yes,no,
2227,1040,yes,0.6,no,0,no,54,0.3,199,2,5,458.0,959,3886,15,5.0,20,no,yes,yes,
2228,790,yes,2.1,yes,2,yes,29,0.7,106,6,11,521.0,1996,557,11,2.0,2,yes,yes,yes,
2229,1429,no,2.9,no,2,no,58,0.2,128,4,3,417.0,983,2005,15,1.0,9,no,yes,no,
2230,739,yes,3.0,no,14,no,56,0.7,103,8,20,134.0,1696,630,17,2.0,11,yes,no,no,
2231,1364,yes,1.6,yes,6,yes,44,0.1,174,7,8,615.0,1142,2741,9,3.0,18,yes,no,yes,
2232,1580,no,2.8,yes,0,no,45,1.0,196,8,7,1017.0,1092,2214,12,9.0,19,no,no,yes,
2233,1384,yes,2.2,yes,0,no,49,0.7,189,1,0,725.0,1741,1387,13,3.0,13,yes,yes,yes,
2234,1037,no,2.9,yes,2,no,57,0.7,83,6,5,749.0,965,3148,16,13.0,9,yes,no,no,
2235,1519,no,1.5,no,12,no,43,0.1,183,1,14,868.0,1637,853,5,5.616666666666666,7,no,yes,yes,
2236,989,no,0.5,no,15,no,20,0.4,153,1,16,68.0,947,3614,17,5.0,10,yes,yes,no,
2237,1040,yes,0.5,yes,3,no,41,0.8,116,3,18,299.0,608,1006,12,7.0,18,no,no,yes,
2238,1240,yes,1.4,no,3,yes,9,0.9,93,5,7,477.0,1319,3959,14,9.0,15,yes,no,no,
2239,1273,yes,2.0,no,15,yes,7,0.9,143,1,16,288.0,706,1743,12,7.0,13,yes,yes,no,
2240,1784,no,0.5,no,8,no,28,0.3,171,4,9,1145.0,1680,2192,15,13.0,2,yes,no,no,
2241,1169,yes,1.4,yes,7,yes,51,0.1,177,7,19,515.0,720,329,14,6.0,13,yes,no,yes,
2242,703,yes,2.4,no,1,yes,27,0.1,138,1,6,47.0,1820,502,12,4.0,11,yes,yes,yes,
2243,959,yes,1.0,no,5,yes,15,0.4,119,5,9,121.0,934,3000,15,5.616666666666666,15,yes,yes,yes,
2244,1292,yes,3.0,yes,1,yes,63,0.3,157,6,8,452.0,1309,1413,13,2.0,10,yes,yes,yes,
2245,1927,yes,2.1,no,0,no,5,0.9,139,6,1,603.0,1228,2913,15,10.0,8,no,no,no,
2246,1477,yes,1.7,no,1,no,15,0.4,178,8,5,1381.0,1459,2684,18,13.0,8,yes,yes,yes,
2247,1759,no,0.5,yes,9,no,58,0.2,101,2,12,510.0,615,3428,17,5.616666666666666,9,yes,yes,no,
2248,831,no,2.2,no,0,yes,31,0.3,197,3,1,1460.0,1591,1629,8,1.0,5,yes,yes,no,
2249,1803,no,1.1,yes,1,yes,41,0.2,146,2,10,102.0,613,1873,14,1.0,20,yes,yes,yes,
2250,1361,no,0.6,no,0,yes,64,1.0,91,3,2,174.0,574,3751,18,6.0,19,yes,yes,no,
2251,1183,yes,1.4,no,1,no,32,0.8,197,1,4,884.0,1475,637,12,6.0,16,no,no,yes,
2252,917,yes,1.3,no,0,no,53,0.2,166,5,1,750.0,1339,603,12,6.0,7,yes,no,yes,
2253,1278,yes,0.5,yes,2,no,7,1.0,192,5,3,319.0,587,3067,10,2.0,4,yes,yes,yes,
2254,1247,yes,0.5,no,0,no,28,0.4,191,7,5,901.0,1447,3268,16,3.0,15,no,yes,no,
2255,930,no,1.0,yes,5,yes,40,0.8,128,7,15,775.0,1224,3816,13,5.616666666666666,2,yes,yes,yes,
2256,1019,no,1.7,yes,0,yes,5,0.7,177,3,8,889.0,1840,1850,10,5.0,11,yes,no,yes,
2257,1855,yes,0.8,no,0,yes,26,0.8,161,4,0,986.0,1339,3481,8,7.0,19,yes,yes,yes,
2258,1730,no,0.5,yes,4,no,54,0.7,93,3,7,283.0,1151,1695,19,5.0,17,no,yes,no,
2259,1972,no,2.2,yes,4,yes,5,0.9,95,3,19,955.0,1781,625,10,1.0,10,yes,yes,yes,
2260,1887,no,2.3,yes,4,no,35,0.9,115,2,7,178.0,1275,3203,7,5.0,15,yes,no,no,
2261,1590,no,1.9,no,0,no,13,0.4,111,6,1,759.0,1187,2440,19,5.616666666666666,3,yes,no,yes,
2262,603,yes,2.7,no,0,yes,42,0.2,135,8,0,746.0,754,1934,14,10.0,11,yes,no,no,
2263,560,yes,2.1,no,11,yes,37,0.6,121,4,14,237.0,551,3278,15,9.0,7,yes,yes,no,
2264,1981,yes,1.6,yes,10,no,34,0.1,117,5,20,929.0,1552,3764,11,4.0,14,yes,no,yes,
2265,1190,yes,2.1,no,0,yes,18,0.6,160,6,2,644.0,1070,3571,6,5.0,5,yes,no,no,
2266,1396,yes,0.8,yes,7,yes,10,0.3,108,4,16,646.0,1721,3881,13,5.616666666666666,9,yes,yes,yes,
2267,1598,yes,1.7,yes,0,no,57,0.9,89,1,1,371.0,783,1663,14,9.0,14,yes,no,yes,
2268,1692,no,2.2,no,5,yes,11,0.1,151,3,7,1256.0,1386,524,5,2.0,10,yes,yes,no,
2269,628,yes,0.5,no,0,yes,26,0.5,106,8,2,389.0,517,1853,13,10.0,12,yes,yes,yes,
2270,1883,no,0.7,yes,1,no,6,0.9,145,6,4,123.0,1320,2067,8,5.616666666666666,9,yes,no,yes,
2271,819,yes,0.5,no,5,yes,16,0.1,163,1,10,663.0,1788,3325,15,5.0,16,yes,no,no,
2272,651,no,1.6,yes,0,yes,7,0.6,129,1,6,1268.0,1423,2151,19,10.0,20,yes,yes,yes,
2273,723,no,1.1,no,2,no,27,0.7,145,2,9,98.0,1175,2044,13,6.0,11,no,yes,no,
2274,1367,yes,0.9,no,2,yes,58,0.6,184,4,20,721.0,1210,3946,16,9.0,9,yes,no,no,
2275,1784,yes,1.4,no,1,yes,3,0.3,125,5,5,1424.0,1672,2110,10,5.0,8,yes,no,yes,
2276,1744,yes,0.9,yes,5,yes,35,0.3,137,7,9,915.0,1554,656,17,4.0,7,yes,no,no,
2277,1086,no,2.5,no,11,no,7,0.5,116,6,14,635.0,1839,3297,18,5.616666666666666,16,yes,no,no,
2278,899,no,1.7,yes,0,yes,3,0.1,165,8,0,167.0,1239,1296,14,11.0,9,yes,no,yes,
2279,896,no,0.8,no,3,no,29,0.5,91,6,10,135.0,820,1650,16,6.0,13,yes,no,no,
2280,1714,no,1.6,yes,9,yes,59,0.5,186,8,19,991.0,1274,2546,18,10.0,11,yes,yes,yes,
2281,1395,yes,0.6,no,5,no,38,0.3,167,6,16,896.0,1501,915,5,4.0,6,yes,yes,no,
2282,786,no,1.8,yes,2,no,28,0.5,198,1,7,3.0,1058,331,14,2.0,2,yes,no,yes,
2283,1687,no,1.2,yes,4,no,14,0.9,120,2,14,924.0,1461,3975,19,3.0,10,no,yes,yes,
2284,669,yes,2.6,yes,18,yes,10,0.6,171,5,20,1300.0,1834,2801,6,2.0,10,yes,no,no,
2285,1423,yes,2.1,no,1,no,51,0.8,178,4,18,633.0,1371,3331,8,2.0,8,yes,yes,no,
2286,1600,no,2.0,yes,5,no,44,0.1,98,1,8,735.0,1205,2939,8,3.0,19,yes,yes,yes,
2287,1621,yes,0.6,yes,14,no,59,0.7,160,7,16,213.0,1120,2706,12,3.0,20,yes,no,no,
2288,1672,yes,1.9,no,10,no,37,0.3,194,7,15,495.0,839,1335,7,1.0,8,no,yes,yes,
2289,1934,no,2.7,no,9,yes,48,0.1,128,4,18,475.0,853,3370,7,6.0,2,yes,no,yes,
2290,1650,yes,0.6,no,0,no,62,0.3,81,3,15,1305.0,1918,2596,5,2.0,10,no,no,no,
2291,1700,no,0.5,yes,1,no,33,0.8,189,5,2,382.0,1151,2477,9,8.0,3,no,no,yes,
2292,1550,yes,2.0,no,1,yes,29,0.6,171,5,2,572.0,1499,3465,10,1.0,14,yes,yes,no,
2293,626,no,1.9,no,4,no,8,0.2,185,2,6,16.0,1410,2589,15,10.0,14,no,yes,yes,
2294,1737,yes,2.0,yes,0,no,14,0.4,156,5,2,1028.0,1757,2363,8,5.616666666666666,10,yes,no,yes,
2295,1370,no,1.7,no,1,no,6,0.7,113,1,7,482.0,1689,1302,7,3.0,3,no,no,yes,
2296,1899,yes,0.8,yes,15,no,14,0.4,191,4,16,1200.0,1345,1677,5,1.0,14,no,no,yes,
2297,848,yes,0.6,no,0,no,31,0.7,123,5,1,299.0,756,1108,15,6.0,18,yes,yes,no,
2298,1430,yes,2.0,yes,0,yes,16,0.2,171,4,1,696.0,757,2916,6,3.0,10,yes,yes,no,
2299,768,yes,0.5,yes,1,no,45,0.1,175,4,16,1164.0,1376,3947,6,1.0,12,yes,yes,no,
2300,1856,yes,1.9,yes,9,yes,15,0.5,160,3,14,450.0,714,1514,7,1.0,13,yes,yes,no,
2301,900,yes,0.5,no,11,yes,64,0.7,149,4,12,164.0,708,942,13,5.0,2,yes,yes,no,
2302,1729,no,2.3,yes,0,no,38,0.2,136,7,8,77.0,1910,700,8,2.0,7,yes,yes,yes,
2303,1533,yes,2.8,no,3,no,42,0.2,87,1,13,1316.0,1618,3246,10,2.0,8,no,yes,no,
2304,1210,yes,2.3,no,0,no,63,0.9,141,6,4,51.0,1761,977,14,6.0,20,yes,no,no,
2305,1880,yes,1.8,yes,1,yes,10,0.5,198,8,4,1664.0,1708,3538,19,16.0,17,yes,no,yes,
2306,996,no,0.5,yes,14,no,61,0.8,174,7,15,400.0,989,1235,11,10.0,16,yes,yes,yes,
2307,1175,no,3.0,yes,12,yes,40,0.1,172,5,18,812.0,1251,1507,15,14.0,18,yes,yes,no,
2308,1773,no,0.5,yes,7,no,33,0.3,143,5,13,831.0,1170,1994,16,9.0,20,yes,no,no,
2309,1263,no,2.4,yes,11,yes,54,0.6,100,5,14,12.0,1857,458,12,5.0,15,yes,no,no,
2310,1956,no,1.2,yes,10,yes,5,0.8,156,4,11,870.0,1753,2130,7,3.0,10,yes,yes,yes,
2311,992,no,1.6,yes,10,no,27,0.3,162,4,14,106.0,767,3894,15,9.0,13,yes,no,yes,
2312,911,yes,1.7,no,1,yes,13,0.3,126,5,2,713.0,760,1843,13,6.0,11,yes,no,yes,
2313,1979,no,0.5,yes,15,no,54,0.3,136,3,19,669.0,1311,3151,12,1.0,20,yes,yes,yes,
2314,1899,no,0.5,yes,0,yes,55,0.3,93,4,0,1359.0,1981,1796,7,4.0,11,yes,no,yes,
2315,1649,yes,0.8,yes,1,yes,40,0.1,159,3,3,177.0,586,2755,15,9.0,3,yes,no,yes,
2316,1095,yes,1.8,yes,9,no,47,0.3,152,6,15,354.0,1827,1334,12,2.0,12,no,no,yes,
2317,1074,no,0.7,no,0,yes,61,0.6,117,4,11,305.0,1770,2791,7,1.0,12,yes,no,yes,
2318,656,no,2.7,yes,0,yes,48,0.2,164,2,0,303.0,508,1132,5,5.616666666666666,14,yes,no,no,
2319,1394,yes,2.7,yes,7,no,8,0.8,150,3,9,215.0,1018,730,15,7.0,4,no,yes,yes,
2320,1632,yes,1.1,no,2,yes,45,0.8,132,4,3,22.0,1256,379,18,13.0,19,yes,no,no,
2321,1225,no,2.9,no,13,no,35,0.5,128,3,17,1324.0,1490,1261,12,4.0,15,no,no,no,
2322,1337,yes,2.4,yes,0,no,48,0.9,107,6,2,819.0,1129,3213,10,5.0,15,no,no,no,
2323,1178,yes,1.1,yes,0,yes,11,0.5,98,2,1,1549.0,1661,2106,17,10.0,4,yes,no,yes,
2324,1269,no,1.5,yes,1,no,51,0.7,180,4,19,410.0,1782,827,15,6.0,12,yes,yes,no,
2325,1526,yes,1.2,no,7,yes,32,0.5,128,4,12,1152.0,1592,647,19,3.0,18,yes,no,yes,
2326,986,no,0.7,yes,7,yes,16,0.4,144,8,9,234.0,628,300,8,5.0,7,yes,no,yes,
2327,848,no,0.5,yes,1,yes,41,0.2,171,2,2,388.0,1015,3939,6,3.0,3,yes,yes,no,
2328,1904,yes,0.5,yes,8,no,14,0.5,95,4,13,636.0,828,2091,8,5.616666666666666,6,no,yes,yes,
2329,803,yes,2.2,yes,0,no,16,0.1,105,1,0,199.0,736,1492,17,12.0,18,yes,no,no,
2330,1399,yes,1.9,yes,1,no,56,0.3,153,1,15,130.0,611,3128,17,2.0,19,yes,yes,no,
2331,788,yes,1.5,yes,0,yes,22,0.5,163,4,6,1114.0,1732,3750,13,10.0,12,yes,no,yes,
2332,579,yes,1.1,no,6,yes,58,0.2,125,1,9,786.0,1685,1435,18,9.0,10,yes,no,no,
2333,1010,no,0.7,yes,4,yes,28,0.5,195,8,5,117.0,841,3302,14,2.0,7,yes,yes,no,
2334,530,yes,0.5,yes,0,no,47,0.5,93,3,2,463.0,912,3455,19,8.0,2,yes,yes,yes,
2335,1289,yes,1.8,no,1,no,64,0.6,125,7,14,173.0,548,2782,9,3.0,14,no,no,yes,
2336,1877,yes,0.5,no,4,no,10,0.9,123,8,6,134.0,610,3969,6,5.616666666666666,7,no,no,yes,
2337,1764,no,2.7,no,11,yes,48,0.9,90,7,17,444.0,581,1589,19,10.0,20,yes,yes,yes,
2338,1709,no,2.2,yes,1,yes,13,0.6,191,6,6,74.0,516,3899,16,13.0,3,yes,no,yes,
2339,1690,no,1.3,yes,0,no,28,0.9,85,3,1,1304.0,1332,3571,18,2.0,6,yes,no,yes,
2340,600,no,2.5,yes,3,no,9,0.2,145,4,10,584.0,714,2800,17,6.0,5,no,yes,no,
2341,743,no,0.5,no,9,yes,53,0.3,149,2,10,670.0,1070,2938,9,3.0,13,yes,yes,yes,
2342,1850,no,2.2,yes,9,no,41,0.8,133,8,13,27.0,518,3032,8,1.0,10,yes,yes,yes,
2343,1297,no,0.5,yes,12,no,17,0.1,196,1,14,559.0,813,3652,19,4.0,12,no,yes,yes,
2344,1706,no,1.8,yes,10,yes,44,0.2,137,5,13,716.0,1440,3238,5,3.0,20,yes,no,no,
2345,1967,no,0.5,no,11,yes,23,0.6,135,5,16,931.0,1726,325,16,5.616666666666666,3,yes,no,yes,
2346,1392,yes,0.5,yes,6,no,63,0.5,181,2,9,573.0,1468,3850,12,8.0,13,no,yes,no,
2347,1248,yes,2.1,yes,2,yes,12,0.1,170,2,3,328.0,1378,1266,11,5.616666666666666,6,yes,yes,no,
2348,894,yes,0.5,yes,2,no,27,0.3,192,2,6,932.0,1576,3454,9,4.0,14,no,yes,no,
2349,1829,no,0.5,no,2,yes,54,0.6,98,3,20,383.0,1160,1634,7,5.616666666666666,12,yes,no,no,
2350,1372,no,0.6,no,3,yes,42,0.7,124,6,10,68.0,1998,3208,18,5.0,9,yes,yes,yes,
2351,1429,yes,1.0,no,7,no,11,0.7,150,4,8,436.0,813,1955,7,5.0,2,yes,yes,no,
